Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,mileage_num,engine_num,power_num,Brand,Model
Mumbai,2014,29000,Petrol,Manual,First,5,8.54,4.25,18,1198,86.7,honda,amaze
Hyderabad,2010,156210,Diesel,Manual,First,5,21.085,5.99,21.43,1364,87.2,toyota,corolla
Kolkata,2013,46500,Diesel,Manual,First,5,8.54,3.3,27.4,1498,98.6,honda,amaze
Coimbatore,2009,52830,Diesel,Automatic,Second,5,67.1,8.08,16.77,2967,241.38,audi,a6
Jaipur,2017,39867,Petrol,Manual,First,5,5.44,4.5,22.5,998,67.04,maruti,wagon
Hyderabad,2014,58972,Diesel,Manual,First,7,13.58,6.5,24.2,1498,98.6,honda,mobilio
Bangalore,2006,66000,Petrol,Automatic,Second,5,33.51,3.9,10.1,2354,152,honda,cr-v
Delhi,2013,52000,Petrol,Manual,First,5,14.255,5.25,17.1,1591,121.3,hyundai,verna
Bangalore,2014,58000,Diesel,Automatic,First,7,10.25,17,11.72,2199,194.3,hyundai,santa
Ahmedabad,2012,58000,Petrol,Automatic,First,5,10.25,3.5,16.95,1197,78.9,hyundai,i10
Hyderabad,2008,75000,Diesel,Manual,Second,5,11.685,3,17.7,1399,68,ford,fusion
Coimbatore,2015,41008,Petrol,Manual,Second,5,10.25,4.87,20.36,1197,78.9,hyundai,i10
Jaipur,2014,65000,Diesel,Manual,First,5,8.23,6,24.4,1120,71,hyundai,xcent
Mumbai,2015,19000,Diesel,Automatic,First,5,36.94,15.5,18.19,1968,174.5,skoda,superb
Pune,2008,74000,Petrol,Manual,Second,5,11.685,1.6,16.6,1388,68,ford,fiesta
Pune,2017,33000,Petrol,Automatic,First,5,8.8,7.25,21.4,1197,83.1,maruti,baleno
Mumbai,2010,95000,Diesel,Manual,Second,5,25.83,3.25,17,1896,105,skoda,laura
Kolkata,2012,34000,Diesel,Manual,First,5,11.16,3.4,20.64,1498,108.5,volkswagen,vento
Coimbatore,2014,102865,Diesel,Automatic,First,7,101.96,30.5,12.07,2967,241.4,audi,q7
Kochi,2016,52378,Petrol,Manual,First,5,13.6,7.97,17,1591,121.3,hyundai,verna
Delhi,2012,38000,Diesel,Automatic,First,5,49.49,13.51,14.84,2143,170,mercedes-benz,new
Kochi,2015,60334,Diesel,Manual,First,5,8.54,5.43,25.8,1498,98.6,honda,amaze
Chennai,2010,107000,Petrol,Manual,First,5,11.685,2.6,16.6,1388,68,ford,fiesta
Bangalore,2013,445000,Petrol,Manual,First,5,10.25,4.45,18.5,1197,82.9,hyundai,i20
Kolkata,2017,2196,Petrol,Manual,First,5,4.36,2.75,22.74,796,47.3,maruti,alto
Kolkata,2010,24000,Petrol,Automatic,First,5,67.87,8.75,10.6,2996,258,bmw,5
Coimbatore,2015,44846,Petrol,Manual,Second,5,9.075,5.41,14.6,1368,88.7,fiat,grande
Kochi,2018,64035,Diesel,Automatic,First,5,10.7,8.55,28.4,1248,73.75,maruti,dzire
Mumbai,2014,45600,Diesel,Manual,First,7,18.865,8.25,15.1,2179,140,mahindra,xuv500
Kochi,2014,102001,Diesel,Automatic,First,7,45.67,23.58,11.1,2400,200,volvo,xc90
Coimbatore,2014,47439,Petrol,Manual,First,5,10.25,4.49,20.36,1197,78.9,hyundai,i10
Hyderabad,2010,193254,Diesel,Manual,First,7,37.17,12.99,11.5,2982,171,toyota,fortuner
Bangalore,2016,29000,Petrol,Automatic,First,4,7.63,2.8,21.9,624,37.48,tata,nano
Coimbatore,2016,51681,Diesel,Manual,First,8,15.05,8.43,19.98,1461,108.5,renault,lodgy
Hyderabad,2015,50000,Diesel,Automatic,First,7,101.96,47.5,12.07,2967,241.4,audi,q7
Mumbai,2016,42666,Petrol,Automatic,First,5,13.58,8.95,18,1497,117.3,honda,city
Jaipur,2013,65000,Diesel,Manual,Second,5,15.05,5.5,19.01,1461,108.45,renault,duster
Jaipur,2014,18776,Petrol,Manual,First,5,8.54,4.75,17.8,1198,86.7,honda,amaze
Jaipur,2016,6714,Petrol,Manual,First,5,8.54,4.75,18,1198,86.7,honda,amaze
Pune,2009,40000,Petrol,Automatic,Second,5,54.43,9.5,12.05,1995,154,bmw,3
Coimbatore,2011,88539,Diesel,Manual,First,5,7.88,3.77,23.2,1248,73.94,maruti,ritz
Delhi,2012,65055,Petrol,Manual,Second,5,13.58,4.25,17,1497,118,honda,city
Mumbai,2014,23000,Diesel,Automatic,First,5,54.43,19.9,18.88,1995,184,bmw,3
Chennai,2009,60000,Diesel,Manual,First,5,10.15,4,15,1896,105,volkswagen,jetta
Kochi,2013,59350,Petrol,Manual,First,5,7.88,4.16,19.1,1197,85.8,maruti,swift
Bangalore,2015,19000,Diesel,Automatic,Second,5,69.675,38,16.36,2179,187.7,jaguar,xf
Kochi,2016,45560,Petrol,Automatic,First,5,8.23,6.34,16.9,1197,82,hyundai,xcent
Pune,2009,118000,Diesel,Manual,First,8,24.01,4.5,12.8,2494,102,toyota,innova
Chennai,2016,55000,Petrol,Manual,First,7,4.87,3.75,15.1,1196,73,maruti,eeco
Delhi,2012,60000,Diesel,Automatic,Second,5,53.14,10.2,15.2,1968,140.8,audi,a4
Chennai,2007,145000,Diesel,Manual,First,8,24.01,5,12.8,2494,102,toyota,innova
Mumbai,2008,46810,Petrol,Manual,First,5,7.88,3.95,9.8,1995,163.5,maruti,grand
Coimbatore,2016,62767,Diesel,Manual,First,5,13.23,9.75,20.34,1498,103.2,volkswagen,vento
Kochi,2018,18553,Petrol,Manual,First,5,9.45,7.93,18.6,1197,81.86,hyundai,elite
Hyderabad,2011,143143,Diesel,Manual,First,5,11.685,2.1,17.8,1399,67,ford,fiesta
Coimbatore,2015,53497,Diesel,Manual,First,7,34.6,16.42,13.5,2477,175.56,mitsubishi,pajero
Bangalore,2011,148000,Diesel,Manual,Second,7,10.25,8.9,14.66,2199,194.3,hyundai,santa
Pune,2012,95000,Diesel,Manual,First,7,18.865,7.21,15.1,2179,140,mahindra,xuv500
Chennai,2015,100000,Diesel,Manual,First,8,24.01,13.5,12.8,2494,102,toyota,innova
Chennai,2016,29000,Diesel,Automatic,First,5,92.79,65,11.57,2987,254.79,mercedes-benz,gle
Bangalore,2014,87000,Diesel,Manual,First,7,18.865,7.4,12.05,2179,120,mahindra,scorpio
Kochi,2014,56838,Petrol,Automatic,First,5,13.58,5.15,16.8,1497,118,honda,city
Pune,2013,100000,Diesel,Automatic,First,7,49.49,32,12,2987,224,mercedes-benz,gl-class
Kolkata,2011,125000,Petrol,Manual,First,5,13.58,3.25,17,1497,118,honda,city
Kolkata,2017,17000,Petrol,Automatic,First,5,5.8,3.95,22.5,998,67,maruti,wagon
Pune,2013,70000,Petrol,Manual,Second,5,7.63,1.5,15.4,1193,65,tata,indigo
Pune,2010,50000,Petrol,Manual,Second,5,10.25,3,17,1197,80,hyundai,i20
Kolkata,2010,39800,Petrol,Manual,First,5,9.6,1.99,16,1198,90,honda,jazz
Kolkata,2010,60000,Petrol,Manual,First,5,7.88,1.35,19,998,66.1,maruti,a-star
Hyderabad,2009,58000,Diesel,Automatic,First,5,54.43,13.5,16.07,1995,181,bmw,3
Hyderabad,2010,110009,Diesel,Manual,First,5,25.83,6.99,17.67,1968,138.08,skoda,yeti
Hyderabad,2013,85000,Diesel,Manual,First,5,16.65,8.5,19.01,1461,108.5,nissan,terrano
Pune,2010,84000,Diesel,Manual,Second,5,10.15,2.89,22.07,1199,73.9,volkswagen,polo
Mumbai,2011,51000,Diesel,Automatic,First,5,47.87,10.5,22.69,1995,190,bmw,3
Kochi,2013,68880,Petrol,Manual,First,5,11.33,3.97,16.95,1498,97.7,nissan,sunny
Chennai,2017,5500,Petrol,Automatic,First,5,4.36,4.25,24.07,998,67.1,maruti,alto
Coimbatore,2016,40052,Petrol,Manual,First,5,7.88,6.17,21.1,1197,85.8,maruti,ritz
Coimbatore,2016,47293,Diesel,Automatic,First,5,53.14,38.72,14.16,1968,174.3,audi,q5
Hyderabad,2013,79663,Diesel,Manual,First,5,14.255,6.5,16.8,1493,110,hyundai,verna
Jaipur,2013,63000,Diesel,Manual,Second,5,8.54,4.25,25.8,1498,98.6,honda,amaze
Kolkata,2014,45000,Diesel,Manual,First,5,13.58,4.75,26,1498,98.6,honda,city
Kochi,2014,56501,Diesel,Automatic,First,7,37.17,17.71,12.9,2755,174.5,toyota,fortuner
Jaipur,2015,58000,Diesel,Manual,First,5,13.23,5.85,20.34,1498,103.2,volkswagen,vento
Coimbatore,2011,51602,Diesel,Automatic,First,5,63.71,17.27,22.48,1995,190,bmw,5
Hyderabad,2007,74199,Diesel,Automatic,First,5,54.43,9.25,16.07,1995,181,bmw,3
Ahmedabad,2017,25000,Petrol,Automatic,First,5,16.06,12.75,13,1591,121.3,hyundai,creta
Pune,2016,70000,Diesel,Automatic,Second,5,62.11,27,21.76,1995,190,bmw,3
Bangalore,2013,25000,Diesel,Automatic,Second,5,49.49,21,14.84,2143,167.62,mercedes-benz,new
Hyderabad,2017,22000,Diesel,Manual,First,5,7.88,7.95,26.59,1248,74,maruti,swift
Hyderabad,2015,47020,Petrol,Manual,Second,5,5.87,4.5,23.1,998,67.04,maruti,celerio
Mumbai,2017,8000,Diesel,Automatic,First,5,54.43,33.75,19.59,1995,187.74,bmw,3
Delhi,2010,73000,Diesel,Automatic,First,7,101.96,17.51,11.33,4134,335.2,audi,q7
Kochi,2017,36973,Petrol,Manual,First,5,8.71,6.8,18.2,1199,88.7,honda,jazz
Coimbatore,2014,42083,Petrol,Manual,First,4,7.63,1.68,25.4,624,37.48,tata,nano
Chennai,2016,61000,Petrol,Manual,First,5,4.36,2.9,24.7,796,47.3,maruti,alto
Mumbai,2014,43628,Petrol,Manual,First,5,5.61,3.16,22.5,998,67.04,maruti,wagon
Jaipur,2014,60000,Diesel,Manual,First,5,8.23,3.9,24.4,1120,71,hyundai,xcent
Delhi,2010,54000,Petrol,Manual,Second,5,11.3,1.95,17.8,1199,76.8,chevrolet,beat
Kochi,2015,27001,Diesel,Automatic,First,5,69.675,26.52,16.36,2179,187.7,jaguar,xf
Chennai,2010,52000,Diesel,Automatic,First,5,10.15,9,18.33,1968,167.7,volkswagen,passat
Hyderabad,2012,80000,Diesel,Manual,First,5,10.25,4.5,21.27,1396,88.76,hyundai,i20
Chennai,2008,160000,Diesel,Manual,First,6,33.21,8.75,10.5,2835,107.2,mitsubishi,pajero
Chennai,2018,3300,Diesel,Automatic,First,5,12.88,11.5,24.3,1248,88.5,maruti,vitara
Delhi,2016,35027,Petrol,Manual,First,5,3.91,3,24.07,998,67.1,maruti,alto
Coimbatore,2015,26568,Petrol,Manual,First,5,10.25,3.79,21.1,814,55.2,hyundai,eon
Ahmedabad,2015,59000,Diesel,Manual,First,5,11.11,6,28.09,1248,88.5,maruti,ciaz
Bangalore,2016,51000,Diesel,Manual,First,5,16.06,13.25,19.67,1582,126.2,hyundai,creta
Delhi,2012,56400,Diesel,Automatic,First,5,33.36,8,17.2,1968,138.1,skoda,superb
Hyderabad,2015,80000,Diesel,Manual,First,5,10.15,5.8,20.14,1498,88.8,volkswagen,polo
Delhi,2012,72000,Diesel,Automatic,Third,,67.87,13.85,18.48,,,bmw,5
Hyderabad,2013,107000,Diesel,Manual,Second,7,24.01,13.5,12.99,2494,100.6,toyota,innova
Pune,2014,100000,Diesel,Automatic,First,5,86.97,25,14.21,2143,203,mercedes-benz,e-class
Kochi,2016,59998,Diesel,Manual,First,5,10.15,5.49,20.14,1498,88.8,volkswagen,polo
Hyderabad,2013,105000,Diesel,Automatic,First,5,44.8,19,17.32,1968,150,audi,q3
Kolkata,2011,36000,Petrol,Manual,First,5,10.25,2.5,18.5,1197,80,hyundai,i20
Kolkata,2015,24350,Petrol,Manual,Second,5,10.25,3,19.81,1086,68.05,hyundai,i10
Kochi,2018,28973,Diesel,Manual,First,5,7.15,6.64,24.7,1047,69,tata,tigor
Kochi,2017,8243,Petrol,Manual,First,5,10.25,3.21,21.1,814,55.2,hyundai,eon
Chennai,2009,136642,Petrol,Manual,Second,5,4.55,1.55,17.92,1086,62.1,hyundai,santro
Hyderabad,2011,60000,Petrol,Manual,First,5,4.55,2.59,17.92,1086,62.1,hyundai,santro
Chennai,2008,100000,Diesel,Manual,Second,8,18.865,4,12.7,2609,120,mahindra,scorpio
Jaipur,2010,48689,Petrol,Manual,First,5,13.58,3.87,17.4,1497,117.3,honda,city
Bangalore,2017,45000,Diesel,Manual,First,5,11,9.75,24.3,1248,88.5,maruti,vitara
Kochi,2019,38163,Diesel,Automatic,First,5,53.14,32.91,17.11,1968,174.33,audi,a4
Chennai,2011,43800,Diesel,Automatic,Second,5,86.97,16.75,14.21,2143,203,mercedes-benz,e-class
Jaipur,2007,92000,Petrol,Manual,First,5,13.58,1.9,13.5,1799,130,honda,civic
Kochi,2017,14064,Petrol,Manual,First,5,10.25,6.59,18.6,1197,81.83,hyundai,i20
Coimbatore,2017,42366,Diesel,Automatic,First,5,44.8,31.93,15.73,1968,174.33,audi,q3
Jaipur,2014,76551,Diesel,Manual,First,5,13.58,7.25,25.1,1498,98.6,honda,city
Pune,2008,72672,Petrol,Manual,First,5,10.25,1.9,19.81,1086,68.05,hyundai,i10
Kolkata,2015,45000,Diesel,Manual,First,5,7.88,3.55,25.2,1248,74,maruti,swift
Hyderabad,2012,91696,Diesel,Automatic,First,7,35.29,9.25,11.4,2953,153.86,ford,endeavour
Kochi,2009,66484,Petrol,Manual,First,5,11.685,1.65,13.8,1299,70,ford,ikon
Coimbatore,2019,15456,Diesel,Automatic,First,5,48.18,36.64,20.68,1995,190,bmw,x1
Mumbai,2011,55000,Diesel,Automatic,Second,5,86.97,16,14.21,2143,203,mercedes-benz,e-class
Kochi,2019,21112,CNG,Manual,First,5,4.925,5.38,15.1,1196,73,maruti,eeco
Pune,2011,98000,Petrol,Manual,First,,9.6,3.15,16.7,,,honda,jazz
Ahmedabad,2014,61297,Diesel,Manual,First,5,8.54,4.35,25.8,1498,98.6,honda,amaze
Hyderabad,2006,80000,Petrol,Manual,Second,5,7.88,1.2,17.3,993,60,maruti,zen
Jaipur,2013,59000,Petrol,Manual,Second,5,10.25,4.1,18.5,1197,80,hyundai,i20
Chennai,2009,150000,Diesel,Automatic,First,5,55.07,18.75,11,2993,235,bmw,x5
Coimbatore,2017,60083,Diesel,Manual,First,5,16.06,13.78,19.67,1582,126.2,hyundai,creta
Kolkata,2016,85450,Diesel,Manual,First,5,7.88,4,26.59,1248,74,maruti,swift
Jaipur,2013,88000,Diesel,Manual,First,5,7.88,4.33,22.9,1248,74,maruti,swift
Kochi,2015,81828,Diesel,Manual,First,5,8.68,5.43,24,1186,73.97,hyundai,grand
Mumbai,2016,18000,Petrol,Manual,First,5,7.65,4.9,18.16,1196,86.8,ford,figo
Chennai,2017,15000,Diesel,Automatic,First,5,55.07,70,15.97,2993,258,bmw,x5
Kolkata,2016,34000,Diesel,Automatic,First,5,49.49,25.5,11.78,2143,167.62,mercedes-benz,new
Ahmedabad,2015,46000,Petrol,Automatic,First,5,7.45,5.1,18.9,1197,82,hyundai,grand
Hyderabad,2013,48158,Diesel,Manual,First,5,14.255,6.7,22.32,1582,126.32,hyundai,verna
Hyderabad,2013,93000,Diesel,Automatic,First,5,67.87,26.5,16.73,2993,218,bmw,5
Ahmedabad,2013,71007,Diesel,Manual,First,5,9.47,3.9,23.08,1461,63.1,nissan,micra
Pune,2010,63067,Petrol,Manual,Second,5,7.88,2.7,15.5,1586,103.3,maruti,sx4
Hyderabad,2011,70259,Diesel,Manual,First,5,7.63,2.95,21.12,1248,88.8,tata,manza
Ahmedabad,2015,13000,Diesel,Automatic,First,5,53.14,23,16.55,1968,140,audi,a4
Pune,2009,140000,Diesel,Manual,Second,5,7.88,2.49,17.8,1248,75,maruti,swift
Jaipur,2015,130000,Diesel,Manual,First,5,7.88,4.5,25.2,1248,74,maruti,swift
Delhi,2011,89401,Diesel,Manual,First,5,21.085,4.5,21.43,1364,87.2,toyota,corolla
Hyderabad,2015,67000,Diesel,Manual,First,5,9.6,6.9,27.3,1498,98.6,honda,jazz
Kochi,2010,65329,Petrol,Automatic,First,4,55.07,20.72,7.94,4395,450,bmw,6
Jaipur,2010,72000,Petrol,Manual,First,5,25.83,2.21,16.25,1198,73.9,skoda,fabia
Jaipur,2001,70000,Petrol,Manual,Third,5,9.075,0.55,,1242,,fiat,siena
Mumbai,2011,82000,Diesel,Automatic,Second,5,120,13.9,12.35,2179,187.74,land,rover
Pune,2010,85000,Petrol,Manual,First,5,11.685,1.46,15.3,1596,101,ford,fiesta
Pune,2012,83000,Diesel,Automatic,First,5,14.255,6,19.08,1582,126.32,hyundai,verna
Jaipur,2016,26000,Petrol,Manual,First,5,4.78,3,21.7,999,67,renault,kwid
Delhi,2012,27000,Diesel,Manual,First,5,7.63,3.5,22.3,1248,88.8,tata,indica
Kochi,2018,37746,Diesel,Manual,First,5,10.25,7.59,21.19,1396,88.73,hyundai,i20
Mumbai,2009,63274,Petrol,Manual,Second,5,7.88,1.99,15,1586,104.68,maruti,sx4
Hyderabad,2016,25000,Petrol,Manual,First,5,4.78,3.8,25.17,799,53.3,renault,kwid
Bangalore,2013,197000,Diesel,Manual,First,7,11.67,4,11.68,2498,112,mahindra,xylo
Bangalore,2013,45010,Petrol,Manual,Second,5,10.25,2.95,21.1,814,55.2,hyundai,eon
Delhi,2013,75348,Diesel,Manual,First,5,8.54,3.75,25.8,1498,98.6,honda,amaze
Kolkata,2010,90110,Diesel,Manual,First,5,10.15,2.5,22.07,1199,73.9,volkswagen,polo
Pune,2011,102013,Petrol,Manual,First,5,13.58,3.75,17,1497,118,honda,city
Pune,2015,36000,Diesel,Automatic,First,7,37.17,22,12.55,2982,168.5,toyota,fortuner
Kochi,2017,37578,Petrol,Manual,First,5,8.54,6.14,18,1198,86.7,honda,amaze
Pune,2015,46001,Diesel,Automatic,First,5,55.07,16,20.58,1995,143,bmw,1
Hyderabad,2014,46559,Petrol,Automatic,First,5,5.87,3.75,23.1,998,67.04,maruti,celerio
Mumbai,2015,48000,Diesel,Manual,First,8,24.01,11.75,12.99,2494,100.6,toyota,innova
Pune,2013,46000,Diesel,Automatic,Second,5,69.675,24,16.36,2179,187.7,jaguar,xf
Hyderabad,2017,15000,Petrol,Manual,First,5,10.83,8.9,17.5,1199,88.7,honda,wrv
Chennai,2012,85000,Diesel,Automatic,Third,5,48.18,10,17.05,1995,184,bmw,x1
Mumbai,2014,32000,Petrol,Automatic,First,5,14.22,5.55,14.3,1598,103.5,skoda,rapid
Kochi,2012,60818,Petrol,Manual,First,5,11.05,3.59,16.09,1598,103.5,volkswagen,vento
Coimbatore,2019,35188,Diesel,Manual,First,5,11.685,11.13,22.77,1498,98.59,ford,ecosport
Jaipur,2012,110000,Diesel,Manual,First,7,18.865,7.2,15.1,2179,140,mahindra,xuv500
Mumbai,2014,61000,Diesel,Manual,First,5,11.685,2.98,18.6,1388,67,ford,fiesta
Pune,2010,75000,Petrol,Manual,Second,5,4.55,1.7,17.92,1086,62.1,hyundai,santro
Delhi,2015,55000,Diesel,Automatic,First,7,49.49,52,12,2987,224,mercedes-benz,gl-class
Pune,2003,69966,Petrol,Manual,First,5,4.36,0.95,19.7,796,46.3,maruti,alto
Mumbai,2016,42000,Petrol,Manual,First,5,13.58,9.25,17.8,1497,117.3,honda,city
Bangalore,2014,48000,Diesel,Automatic,First,7,10.25,16.25,13.01,2199,194.3,hyundai,santa
Kolkata,2015,35000,Diesel,Automatic,First,5,41.94,20.99,17.9,2143,136,mercedes-benz,gla
Chennai,2005,128000,Diesel,Manual,Second,8,24.01,4.25,12.8,2494,102,toyota,innova
Bangalore,2008,78000,Diesel,Automatic,Second,5,54.43,7.2,16.07,1995,181,bmw,3
Hyderabad,2011,53080,Petrol,Manual,First,5,7.88,4.4,18.6,1197,85.8,maruti,swift
Pune,2011,66000,Petrol,Manual,Second,5,13.23,4.25,15.04,1598,103.6,volkswagen,vento
Ahmedabad,2012,25000,Petrol,Manual,First,7,11.27,5.35,16.02,1373,93.7,maruti,ertiga
Coimbatore,2016,36139,Petrol,Automatic,Second,5,7.45,6.3,18.9,1197,82,hyundai,grand
Delhi,2017,44000,Diesel,Manual,First,5,16.06,12.5,19.67,1582,126.2,hyundai,creta
Ahmedabad,2008,50000,Diesel,Automatic,Second,5,67.1,7.5,16.77,2967,241.38,audi,a6
Delhi,2016,81177,Diesel,Manual,First,7,18.865,11.25,16,1997,140,mahindra,xuv500
Mumbai,2016,26000,Petrol,Automatic,First,5,11.685,7.65,16.05,1499,110.4,ford,ecosport
Mumbai,2016,100000,Diesel,Manual,First,5,8.23,4.5,24.4,1120,71,hyundai,xcent
Hyderabad,2014,75000,Diesel,Automatic,First,5,13.23,7.5,21.21,1498,103.2,volkswagen,vento
Kochi,2004,119859,Petrol,Automatic,First,5,171,7.1,13,2987,210,mercedes-benz,s-class
Mumbai,2010,55980,Petrol,Manual,First,5,10.25,2.25,20.36,1197,78.9,hyundai,i10
Hyderabad,2015,30000,Diesel,Automatic,First,5,53.14,27,17.11,1968,174.33,audi,a4
Pune,2012,49700,Diesel,Manual,Second,5,10.25,4.18,21.9,1396,88.76,hyundai,i20
Chennai,2013,79000,Diesel,Manual,First,5,14.255,6.5,23.5,1396,88.7,hyundai,verna
Delhi,2010,65100,Petrol,Manual,First,5,13.58,3.15,17,1497,118,honda,city
Pune,2016,54161,Diesel,Manual,First,7,11.27,7.64,25.47,1248,88.5,maruti,ertiga
Hyderabad,2011,28619,Petrol,Manual,First,5,4.36,2.4,19.7,796,46.3,maruti,alto
Mumbai,2016,9000,Petrol,Automatic,First,5,5.51,4.25,20.51,998,67,maruti,wagon
Kochi,2016,42876,Diesel,Automatic,First,5,14.255,9.31,19.08,1582,126.2,hyundai,verna
Bangalore,2011,64000,Petrol,Manual,First,5,4.36,2.39,19.7,796,46.3,maruti,alto
Kochi,2018,20488,Petrol,Manual,Second,5,11.48,7.64,16.09,1598,103.5,volkswagen,vento
Delhi,2016,21000,Petrol,Manual,First,5,8.8,6.21,21.4,1197,83.1,maruti,baleno
Jaipur,2012,119203,Diesel,Automatic,First,5,120,16.5,,2179,115,land,rover
Kochi,2011,55987,Petrol,Automatic,First,5,33.51,8.22,13.7,1997,153.86,honda,cr-v
Coimbatore,2017,72668,Diesel,Manual,First,7,37.17,28.85,14.24,2755,174.5,toyota,fortuner
Mumbai,2015,32000,Petrol,Automatic,First,5,13.58,8.5,15.6,1497,116.3,honda,city
Bangalore,2014,3000,Petrol,Automatic,Second,2,49.49,90,12,5461,421,mercedes-benz,slk-class
Mumbai,2015,10400,Petrol,Manual,First,5,13.58,6.51,17.4,1497,117.3,honda,city
Mumbai,2013,35000,Diesel,Manual,First,5,7.88,4.65,22.9,1248,74,maruti,swift
Kochi,2013,55101,Petrol,Automatic,First,5,21.085,8.4,14.53,1794,138.1,toyota,corolla
Bangalore,2014,57464,Diesel,Manual,First,5,9.99,5.75,23.59,1364,67.06,toyota,etios
Jaipur,2006,110000,Petrol,Manual,First,5,5.51,1.11,18.9,998,67.1,maruti,wagon
Kochi,2017,17941,Petrol,Manual,First,,8.6,3.93,15.7,,,fiat,punto
Mumbai,2014,72000,Petrol,Automatic,First,5,86.97,17.25,12,1991,184,mercedes-benz,e-class
Delhi,2012,16000,Diesel,Automatic,First,5,69.675,32,16.36,2179,187.7,jaguar,xf
Kochi,2011,62020,Petrol,Manual,First,5,10.25,3.45,17,1197,80,hyundai,i20
Pune,2014,85000,Diesel,Automatic,Second,5,120,23,12.39,2179,147.51,land,rover
Kochi,2018,14223,Petrol,Manual,First,5,9.45,7.32,18.6,1197,81.86,hyundai,elite
Jaipur,2014,41210,Petrol,Manual,First,5,8.54,4.4,18,1198,86.7,honda,amaze
Bangalore,2015,20000,Diesel,Automatic,First,5,49.49,47.35,,2987,165,mercedes-benz,m-class
Coimbatore,2016,18043,Petrol,Manual,First,5,4.36,4.12,22.74,796,47.3,maruti,alto
Chennai,2016,80000,Diesel,Automatic,First,7,26.95,19.5,11.36,2755,171.5,toyota,innova
Hyderabad,2016,21000,Petrol,Automatic,First,5,7.45,6.2,18.9,1197,82,hyundai,grand
Bangalore,2016,49000,Diesel,Automatic,First,5,69.59,45,16.55,2993,258,bmw,x3
Hyderabad,1998,104000,Petrol,Manual,Second,5,7.88,0.85,15,970,,maruti,1000
Chennai,2010,95000,Petrol,Manual,Second,5,10.25,2.8,18.5,1197,80,hyundai,i20
Pune,2015,32000,Petrol,Automatic,First,5,7.45,4.8,18.9,1197,82,hyundai,grand
Pune,2003,80000,Petrol,Manual,Second,,4.55,0.9,17,,,hyundai,santro
Hyderabad,2014,122800,Diesel,Manual,First,5,11.685,5.65,25.01,1498,89.75,ford,fiesta
Ahmedabad,2011,78000,Diesel,Manual,Second,5,86.97,14.5,15,2148,,mercedes-benz,e-class
Ahmedabad,2015,69000,Diesel,Manual,First,5,7.88,5.9,26.59,1248,74,maruti,swift
Pune,2015,65000,Diesel,Manual,Second,5,8.525,5,23.59,1364,67.04,toyota,etios
Ahmedabad,2015,23000,Petrol,Manual,First,5,8.23,4.9,19.1,1197,82,hyundai,xcent
Ahmedabad,2009,70000,Petrol,Manual,First,5,13.58,4.25,13.5,1799,130,honda,civic
Chennai,2014,250000,Diesel,Manual,First,8,24.01,10.9,12.99,2494,100.6,toyota,innova
Delhi,2012,56000,Petrol,Manual,First,5,10.25,2.45,13.2,1495,94,hyundai,accent
Pune,2013,30000,Petrol,Manual,First,5,4.36,2.5,22.74,796,47.3,maruti,alto
Kolkata,2010,35000,Petrol,Automatic,First,2,49.49,29.5,8.1,5461,387.3,mercedes-benz,sl-class
Jaipur,2013,92250,Diesel,Manual,Second,5,11.685,5.75,22.7,1498,89.84,ford,ecosport
Pune,2018,40000,Petrol,Manual,First,5,6.71,5,20.14,1197,81.86,hyundai,xcent
Kochi,2014,96848,Petrol,Automatic,First,5,14.22,4.62,14.3,1598,103.6,skoda,rapid
Delhi,2016,42000,Diesel,Automatic,First,5,44.8,23.5,15.73,1968,174.33,audi,q3
Kolkata,2013,55886,Diesel,Manual,First,7,18.865,7.25,16,2179,140,mahindra,xuv500
Kochi,2019,12336,Petrol,Manual,First,5,13.6,11.88,17,1591,121.3,hyundai,verna
Chennai,2009,60000,Petrol,Manual,Third,5,14.255,2.25,13.9,1599,103.2,hyundai,verna
Pune,2003,83000,Petrol,Manual,Second,5,11.685,0.85,14.2,1597,92,ford,ikon
Pune,2018,24000,Petrol,Manual,First,5,6.99,4,19.69,1198,67.04,nissan,micra
Pune,2016,32198,Petrol,Automatic,First,5,6.62,5.1,16.5,1198,86.8,honda,brio
Hyderabad,2014,92247,Diesel,Manual,First,7,24.01,12.5,12.99,2494,100.6,toyota,innova
Chennai,2011,121311,Diesel,Manual,First,5,14.32,2.9,20.64,1498,108.5,volkswagen,vento
Coimbatore,2016,66296,Diesel,Manual,First,7,18.865,15.96,16,2179,140,mahindra,xuv500
Mumbai,2015,41000,Petrol,Automatic,First,5,8.23,5.45,16.9,1197,82,hyundai,xcent
Kochi,2017,38681,Diesel,Manual,First,7,35.29,23.86,13.5,2198,157.7,ford,endeavour
Kochi,2008,43761,Petrol,Manual,First,5,11.3,1.75,18,995,62,chevrolet,spark
Hyderabad,2017,17400,Diesel,Manual,First,7,11.27,9.75,24.52,1248,88.5,maruti,ertiga
Bangalore,2013,61510,Diesel,Manual,First,5,8.54,4.75,25.8,1498,98.6,honda,amaze
Delhi,2014,60000,Petrol,Manual,First,5,13.58,6.25,17.4,1497,117.3,honda,city
Bangalore,2014,35165,Diesel,Automatic,Second,5,42.12,22,23.8,1998,112,mini,cooper
