lead_time,market_segment_type,no_of_special_requests,avg_price_per_room,no_of_adults,no_of_weekend_nights,arrival_date,required_car_parking_space,no_of_week_nights,booking_status
13,Online,0,80.0,1,2,2018-01-31,0,0,Not_Canceled
336,Offline,0,84.13,2,2,2018-09-21,0,6,Not_Canceled
12,Online,1,77.0,2,0,2018-01-15,0,2,Not_Canceled
247,Offline,1,115.0,2,1,2018-06-06,0,1,Canceled
17,Online,0,91.38,2,1,2018-12-08,0,3,Not_Canceled
7,Offline,0,80.0,1,0,2018-08-30,0,3,Not_Canceled
4,Online,2,198.0,3,0,2018-08-24,0,1,Not_Canceled
32,Offline,0,73.0,1,0,2017-11-20,0,2,Not_Canceled
0,Online,1,80.0,2,0,2017-08-04,1,2,Not_Canceled
90,Online,2,129.9,2,0,2018-08-31,0,3,Not_Canceled
19,Online,0,68.5,1,1,2018-09-12,0,0,Not_Canceled
176,Offline,0,125.1,2,0,2018-09-08,0,3,Canceled
75,Online,1,112.79,2,2,2018-10-22,0,2,Canceled
84,Online,0,127.8,2,1,2018-10-10,0,2,Not_Canceled
130,Online,2,104.4,2,2,2018-10-29,0,1,Not_Canceled
30,Offline,0,140.0,2,0,2018-06-02,0,2,Not_Canceled
2,Online,2,100.67,2,1,2017-08-21,0,2,Not_Canceled
4,Online,2,140.0,2,0,2018-10-29,0,1,Not_Canceled
122,Offline,0,86.0,1,2,2018-03-27,0,1,Not_Canceled
146,Offline,0,95.0,2,2,2018-04-24,0,0,Canceled
78,Online,0,96.3,2,2,2018-04-09,0,1,Not_Canceled
5,Online,1,88.0,1,1,2018-12-05,1,1,Not_Canceled
92,Offline,0,90.0,2,0,2018-11-11,0,1,Not_Canceled
56,Online,0,130.05,2,1,2018-04-07,0,3,Not_Canceled
273,Offline,0,95.0,2,1,2018-05-13,0,2,Canceled
119,Offline,0,110.0,1,0,2018-06-07,0,3,Not_Canceled
118,Offline,0,110.0,1,1,2018-06-06,0,2,Not_Canceled
5,Offline,0,55.74,1,1,2018-03-07,0,4,Not_Canceled
223,Online,2,89.25,2,2,2017-10-04,0,0,Canceled
22,Online,1,79.0,2,0,2018-02-16,0,2,Not_Canceled
37,Offline,0,85.5,2,1,2018-09-25,0,0,Not_Canceled
0,Online,2,85.0,2,0,2017-11-14,0,1,Not_Canceled
28,Online,2,81.1,1,2,2018-02-06,0,1,Not_Canceled
196,Online,2,55.96,2,2,2017-08-16,0,5,Not_Canceled
15,Offline,0,40.67,2,1,2018-02-12,0,2,Not_Canceled
315,Offline,0,52.0,2,0,2018-12-02,0,2,Not_Canceled
188,Offline,0,130.0,1,0,2018-06-15,0,2,Canceled
1,Online,1,65.0,1,0,2018-04-05,0,2,Not_Canceled
292,Offline,0,115.0,2,0,2018-07-21,0,2,Canceled
9,Offline,0,75.0,2,0,2018-07-27,0,3,Not_Canceled
219,Offline,0,76.67,1,1,2017-09-04,0,2,Not_Canceled
28,Online,2,224.1,2,0,2018-09-30,0,2,Not_Canceled
25,Offline,0,63.58,2,2,2018-03-13,0,2,Not_Canceled
118,Online,1,58.9,2,0,2017-08-26,0,4,Canceled
76,Online,1,58.9,2,2,2018-03-27,0,3,Not_Canceled
22,Online,1,127.0,2,0,2017-10-01,0,3,Not_Canceled
11,Online,1,76.93,1,3,2018-11-18,0,7,Canceled
48,Online,0,112.5,2,1,2018-08-29,0,2,Not_Canceled
213,Offline,0,130.0,2,0,2018-06-07,0,3,Canceled
1,Offline,2,170.0,2,0,2018-09-27,0,2,Not_Canceled
309,Offline,0,101.0,2,1,2018-05-13,0,2,Canceled
100,Online,0,221.18,2,1,2018-10-24,0,3,Canceled
209,Online,1,81.77,2,1,2018-04-25,0,2,Not_Canceled
100,Online,1,136.0,2,1,2018-05-19,0,3,Not_Canceled
14,Online,0,191.5,2,1,2018-04-18,0,3,Canceled
95,Online,2,84.6,2,2,2018-11-20,0,0,Canceled
1,Offline,0,60.0,1,2,2018-02-28,0,1,Canceled
41,Online,2,143.55,3,2,2018-08-28,0,4,Canceled
10,Online,0,81.0,2,2,2018-02-20,0,3,Not_Canceled
5,Online,3,239.0,2,1,2018-09-24,0,1,Not_Canceled
7,Online,1,123.2,2,0,2018-10-20,0,3,Not_Canceled
14,Online,0,153.03,2,2,2018-10-04,0,5,Not_Canceled
80,Online,1,85.5,2,0,2018-04-12,0,3,Canceled
15,Online,1,109.34,1,0,2018-04-20,0,1,Not_Canceled
143,Online,1,118.65,2,2,2018-06-26,0,0,Canceled
66,Online,0,88.2,1,1,2018-04-02,0,1,Canceled
2,Online,2,201.0,2,0,2018-07-20,0,2,Not_Canceled
386,Offline,1,115.0,2,2,2018-10-23,0,0,Canceled
8,Online,1,119.0,2,0,2018-09-02,0,1,Not_Canceled
63,Online,0,193.68,1,1,2018-11-07,0,2,Not_Canceled
207,Offline,0,95.0,2,1,2018-12-30,0,2,Not_Canceled
178,Online,0,89.25,2,0,2018-08-10,0,4,Canceled
146,Offline,0,95.0,2,2,2018-04-24,0,0,Canceled
22,Online,1,68.07,2,1,2018-11-24,0,3,Not_Canceled
18,Offline,0,69.0,1,1,2018-02-19,0,2,Canceled
37,Offline,1,111.6,3,0,2018-06-29,0,1,Not_Canceled
91,Online,1,135.9,2,2,2018-09-03,0,2,Not_Canceled
73,Offline,0,67.83,1,0,2017-11-24,0,3,Not_Canceled
4,Offline,0,98.1,1,1,2018-09-26,0,0,Canceled
226,Offline,1,70.0,2,2,2018-10-29,0,2,Not_Canceled
35,Online,2,101.41,3,2,2018-04-17,0,1,Not_Canceled
21,Online,1,139.0,2,0,2018-07-05,0,5,Not_Canceled
166,Offline,0,110.0,1,0,2018-11-01,0,3,Canceled
305,Offline,0,89.0,2,1,2018-11-04,0,2,Canceled
273,Offline,0,95.0,2,1,2018-05-13,0,2,Canceled
102,Offline,0,87.0,1,0,2017-10-16,0,2,Not_Canceled
24,Online,2,99.0,1,1,2018-06-13,0,1,Not_Canceled
40,Online,0,106.9,0,2,2018-09-04,0,5,Canceled
5,Online,0,167.0,2,1,2018-08-21,0,0,Canceled
8,Online,1,127.0,3,0,2018-02-05,0,2,Canceled
102,Online,1,114.3,2,2,2018-07-23,1,5,Not_Canceled
188,Offline,0,130.0,1,0,2018-06-15,0,2,Canceled
281,Online,1,68.07,2,2,2018-12-28,0,4,Not_Canceled
27,Online,2,187.0,3,0,2018-07-23,0,1,Not_Canceled
5,Offline,1,86.6,2,0,2017-11-17,0,2,Not_Canceled
305,Offline,0,89.0,2,1,2018-11-04,0,2,Canceled
1,Online,2,154.0,3,0,2018-12-06,0,1,Not_Canceled
3,Online,0,162.67,2,2,2018-07-10,0,1,Canceled
386,Online,0,3.0,1,2,2018-10-23,0,0,Not_Canceled
7,Online,2,165.67,2,1,2018-08-15,0,2,Not_Canceled
72,Offline,0,108.0,2,0,2017-09-18,0,1,Not_Canceled
0,Offline,0,109.0,2,0,2017-08-14,0,2,Not_Canceled
301,Offline,1,115.0,2,1,2018-07-30,0,1,Canceled
69,Online,0,150.3,3,0,2018-07-02,0,1,Canceled
66,Online,0,88.2,1,1,2018-04-02,0,1,Canceled
167,Online,0,97.75,2,1,2018-12-26,0,3,Canceled
418,Offline,0,75.0,2,1,2018-09-26,0,2,Canceled
121,Online,2,58.91,2,1,2018-02-15,0,3,Not_Canceled
23,Online,0,105.0,2,0,2017-09-04,0,1,Not_Canceled
118,Offline,0,110.0,1,1,2018-06-06,0,1,Not_Canceled
75,Online,1,87.55,2,1,2018-04-04,0,4,Not_Canceled
61,Online,1,78.9,1,1,2018-02-28,0,2,Canceled
86,Online,1,104.4,2,0,2018-10-26,0,2,Canceled
142,Online,0,187.0,3,2,2018-10-21,0,7,Canceled
6,Offline,0,55.0,1,0,2017-12-03,0,2,Not_Canceled
19,Offline,0,118.15,2,1,2018-09-19,0,0,Canceled
0,Online,0,79.0,2,0,2018-02-18,0,1,Not_Canceled
11,Online,2,90.0,2,0,2017-08-28,0,1,Not_Canceled
1,Offline,0,60.0,1,2,2018-02-28,0,1,Canceled
166,Offline,0,110.0,1,0,2018-11-01,0,3,Canceled
194,Online,1,116.45,2,1,2018-09-07,0,4,Canceled
129,Online,0,120.6,2,2,2018-07-31,0,3,Canceled
34,Online,1,87.32,2,0,2017-10-29,0,3,Not_Canceled
159,Online,1,119.85,2,0,2018-05-26,0,3,Canceled
60,Online,0,110.5,2,1,2018-04-18,0,4,Not_Canceled
44,Online,1,99.0,2,0,2018-08-31,0,3,Not_Canceled
57,Offline,0,60.0,2,0,2017-11-17,0,3,Not_Canceled
15,Online,0,153.0,2,1,2018-09-02,0,2,Not_Canceled
57,Offline,0,75.0,2,0,2018-11-11,0,2,Not_Canceled
199,Online,2,128.7,3,0,2018-08-09,0,3,Canceled
38,Offline,0,81.0,1,2,2018-06-19,0,1,Canceled
292,Offline,0,115.0,2,0,2018-07-21,0,2,Canceled
8,Online,3,127.5,2,1,2018-11-03,0,3,Not_Canceled
62,Online,0,117.9,2,0,2018-06-09,0,3,Not_Canceled
90,Online,0,133.2,2,2,2018-08-07,0,2,Not_Canceled
37,Offline,0,95.0,1,0,2018-10-13,0,3,Not_Canceled
26,Offline,0,85.0,2,2,2018-10-09,0,2,Not_Canceled
68,Offline,0,65.0,2,0,2017-09-29,0,2,Not_Canceled
42,Offline,0,72.0,1,1,2018-08-15,0,1,Canceled
6,Offline,0,80.0,2,1,2017-11-09,0,2,Not_Canceled
335,Offline,0,80.0,1,0,2018-10-13,0,3,Not_Canceled
58,Online,0,109.8,2,0,2018-12-08,0,2,Canceled
28,Online,0,74.7,1,2,2018-02-03,0,7,Canceled
261,Online,1,93.78,2,2,2018-10-22,0,4,Not_Canceled
1,Online,0,71.65,2,1,2018-08-01,0,1,Not_Canceled
11,Online,1,130.9,1,1,2018-10-03,0,1,Not_Canceled
11,Online,1,0.0,2,0,2017-12-11,0,2,Not_Canceled
55,Online,2,159.3,3,0,2018-04-29,0,2,Not_Canceled
60,Online,1,135.9,2,2,2018-08-13,0,1,Not_Canceled
68,Online,2,117.0,2,2,2018-04-24,0,0,Not_Canceled
418,Offline,0,107.0,2,1,2018-09-26,0,2,Canceled
52,Online,3,99.0,2,1,2018-08-28,0,0,Not_Canceled
24,Online,1,104.0,1,2,2018-12-18,0,1,Not_Canceled
28,Offline,2,70.0,2,0,2018-03-18,0,2,Not_Canceled
113,Online,0,121.5,2,0,2018-07-12,0,3,Not_Canceled
125,Offline,2,63.75,2,2,2018-07-10,0,5,Not_Canceled
2,Online,1,97.54,2,0,2018-11-22,0,4,Not_Canceled
114,Offline,1,85.0,2,2,2018-02-26,0,4,Not_Canceled
21,Online,1,117.0,2,0,2017-10-08,0,1,Canceled
286,Offline,0,90.0,2,1,2018-10-16,0,0,Canceled
75,Online,0,82.45,2,2,2018-04-01,0,3,Canceled
51,Online,2,88.0,2,1,2018-11-02,0,4,Not_Canceled
64,Online,0,94.5,2,0,2018-04-12,0,3,Canceled
50,Online,2,86.4,1,1,2018-11-18,0,2,Not_Canceled
93,Online,1,89.25,2,0,2017-10-07,0,4,Not_Canceled
192,Offline,0,95.0,1,0,2018-06-24,0,2,Not_Canceled
33,Online,1,97.4,2,2,2018-11-13,0,2,Not_Canceled
58,Offline,0,60.0,2,0,2017-11-18,0,4,Not_Canceled
2,Online,2,156.0,2,0,2017-08-26,0,1,Not_Canceled
99,Online,1,101.58,2,1,2018-04-28,0,3,Not_Canceled
13,Online,0,176.33,1,0,2018-09-27,0,2,Not_Canceled
228,Online,0,87.9,2,2,2018-10-30,0,1,Canceled
7,Online,1,119.0,1,0,2018-09-21,0,2,Not_Canceled
18,Online,0,89.0,2,0,2018-06-23,0,1,Not_Canceled
182,Online,2,117.9,2,0,2018-09-30,0,2,Canceled
58,Offline,0,80.0,1,0,2018-11-11,0,1,Not_Canceled
11,Online,0,109.0,2,1,2018-02-14,0,0,Not_Canceled
106,Online,2,106.75,2,2,2017-07-29,0,5,Canceled
29,Online,0,85.0,2,0,2018-12-02,0,2,Not_Canceled
4,Offline,1,92.65,3,1,2018-02-15,0,3,Not_Canceled
86,Online,0,100.0,2,0,2017-09-09,0,2,Not_Canceled
9,Online,1,140.0,2,2,2018-10-16,0,2,Canceled
39,Online,2,88.0,2,1,2018-11-19,0,1,Not_Canceled
9,Online,1,78.25,2,0,2018-01-29,0,2,Not_Canceled
222,Online,2,111.35,2,1,2018-09-29,0,3,Canceled
11,Online,1,133.33,2,2,2018-10-30,0,1,Not_Canceled
1,Offline,0,76.0,1,1,2018-02-28,0,2,Not_Canceled
11,Online,1,104.0,2,0,2018-11-18,1,2,Not_Canceled
304,Offline,0,89.0,2,0,2018-11-03,0,3,Canceled
35,Offline,0,85.5,2,1,2018-09-17,0,1,Not_Canceled
48,Offline,0,130.0,2,0,2018-09-14,0,2,Not_Canceled
58,Online,2,178.56,2,2,2018-12-29,0,3,Not_Canceled
138,Online,0,104.55,2,2,2018-08-04,0,3,Canceled
1,Offline,0,80.27,2,1,2017-12-04,0,2,Not_Canceled
38,Online,0,71.1,2,1,2018-03-14,0,3,Not_Canceled
67,Offline,0,75.0,2,2,2018-12-02,0,2,Not_Canceled
109,Online,0,108.0,2,0,2018-10-11,0,1,Canceled
2,Online,0,77.0,2,0,2018-07-08,1,1,Not_Canceled
32,Online,0,228.6,2,2,2018-04-16,0,5,Canceled
35,Online,3,103.05,2,0,2017-10-08,0,2,Not_Canceled
7,Online,1,86.0,1,0,2018-02-04,0,1,Not_Canceled
5,Online,0,108.0,2,1,2018-01-28,0,3,Not_Canceled
76,Online,1,80.3,2,2,2018-02-21,0,1,Not_Canceled
124,Offline,0,94.5,2,2,2017-08-08,0,1,Canceled
56,Offline,0,185.0,1,2,2017-09-25,0,2,Not_Canceled
168,Online,2,126.41,3,2,2018-07-17,0,5,Canceled
149,Online,1,120.0,2,1,2018-06-10,0,2,Not_Canceled
5,Online,2,159.0,1,1,2018-10-27,0,3,Not_Canceled
23,Online,1,166.0,2,0,2018-08-03,0,1,Not_Canceled
60,Offline,0,65.0,2,1,2017-09-21,0,1,Not_Canceled
210,Online,2,90.0,2,0,2018-08-16,0,2,Canceled
4,Online,1,156.67,2,0,2018-03-24,1,3,Not_Canceled
179,Online,1,66.76,1,1,2018-07-04,0,4,Not_Canceled
1,Online,0,155.0,2,0,2017-10-07,0,2,Not_Canceled
131,Online,1,99.45,2,1,2018-08-01,0,3,Not_Canceled
57,Online,1,96.6,2,0,2018-12-08,0,3,Not_Canceled
55,Online,2,113.4,2,0,2018-06-21,0,2,Not_Canceled
5,Online,0,110.0,1,1,2018-09-12,0,0,Canceled
288,Online,0,67.26,2,2,2018-12-22,0,5,Canceled
221,Online,0,89.2,2,0,2017-09-18,0,1,Canceled
256,Offline,0,109.0,2,0,2018-06-15,0,2,Canceled
211,Offline,0,100.0,2,0,2018-05-20,0,2,Canceled
120,Offline,0,80.75,2,0,2018-06-15,0,3,Not_Canceled
8,Offline,2,134.75,2,0,2017-09-01,0,3,Not_Canceled
10,Online,1,89.0,2,2,2018-04-03,0,0,Not_Canceled
149,Online,0,89.25,2,2,2018-07-12,0,6,Canceled
87,Online,0,97.71,2,0,2018-06-09,0,3,Canceled
42,Online,0,91.8,2,0,2018-11-01,0,5,Canceled
1,Online,2,120.0,4,2,2018-12-25,0,0,Not_Canceled
130,Online,2,109.8,2,2,2018-08-27,0,1,Not_Canceled
75,Offline,0,80.75,2,2,2018-09-17,0,2,Not_Canceled
139,Online,0,85.5,2,0,2018-07-02,0,1,Canceled
6,Online,1,139.0,2,0,2018-06-30,0,1,Canceled
62,Online,1,109.8,2,0,2018-09-03,0,1,Not_Canceled
0,Online,3,0.0,1,0,2018-01-27,0,1,Not_Canceled
185,Online,2,81.77,2,0,2018-05-06,0,2,Canceled
1,Online,1,99.0,2,1,2018-01-04,0,0,Not_Canceled
178,Online,0,96.3,2,0,2018-08-25,0,3,Canceled
119,Online,0,144.45,1,2,2018-08-05,0,2,Canceled
107,Online,1,61.09,2,1,2018-12-26,0,3,Not_Canceled
68,Online,0,121.5,2,2,2018-07-24,0,1,Canceled
28,Online,0,118.15,2,1,2018-08-29,0,3,Not_Canceled
188,Offline,0,130.0,1,0,2018-06-15,0,2,Canceled
5,Online,2,174.0,2,1,2018-08-13,0,1,Not_Canceled
16,Online,0,85.0,1,1,2018-02-06,0,1,Canceled
317,Offline,0,120.0,2,0,2018-09-15,0,2,Canceled
30,Offline,0,121.0,2,0,2017-09-30,0,2,Not_Canceled
219,Offline,0,76.67,1,1,2017-09-04,0,2,Not_Canceled
49,Online,3,109.8,2,0,2018-09-02,0,1,Not_Canceled
11,Online,1,130.0,2,0,2018-11-05,0,1,Canceled
46,Online,1,102.6,2,1,2018-12-02,0,2,Not_Canceled
34,Offline,0,224.67,2,0,2017-09-23,0,3,Canceled
270,Offline,0,80.0,2,0,2018-04-20,0,4,Not_Canceled
5,Online,0,67.0,1,0,2018-08-30,1,3,Not_Canceled
158,Offline,0,107.1,3,1,2018-08-15,0,2,Canceled
36,Online,1,116.1,2,0,2018-06-16,0,1,Not_Canceled
129,Online,2,151.84,3,2,2018-08-03,1,5,Not_Canceled
30,Online,0,139.28,2,2,2018-10-02,0,2,Canceled
2,Offline,0,94.5,2,2,2017-08-01,0,1,Canceled
0,Online,0,95.0,1,1,2018-06-20,0,0,Not_Canceled
44,Offline,0,75.0,2,0,2018-02-17,0,3,Not_Canceled
57,Offline,1,75.33,1,1,2018-06-10,0,2,Not_Canceled
28,Online,0,105.8,2,2,2018-03-05,0,1,Canceled
107,Online,0,79.2,2,0,2018-11-25,0,1,Canceled
2,Online,1,150.0,2,0,2018-07-13,0,2,Not_Canceled
15,Online,1,116.0,2,0,2018-08-31,0,4,Not_Canceled
163,Online,2,126.9,2,1,2018-09-12,0,2,Canceled
19,Online,0,191.0,3,2,2018-08-14,0,1,Canceled
38,Online,0,151.47,3,2,2018-08-14,0,1,Canceled
23,Offline,0,87.0,1,2,2018-01-02,0,1,Not_Canceled
56,Online,0,82.45,2,2,2018-03-06,0,5,Canceled
2,Offline,1,75.0,1,1,2018-02-21,0,0,Not_Canceled
44,Online,1,99.1,2,1,2018-06-19,0,0,Not_Canceled
155,Online,1,118.8,2,0,2018-08-18,0,1,Canceled
27,Online,1,93.0,2,0,2018-02-18,0,3,Not_Canceled
5,Online,0,65.0,1,0,2017-09-22,0,1,Not_Canceled
88,Online,0,70.0,2,0,2018-03-01,0,1,Canceled
159,Offline,1,70.0,2,1,2018-04-09,0,1,Not_Canceled
4,Online,2,143.33,1,2,2018-10-16,0,1,Not_Canceled
55,Online,0,159.3,3,0,2018-06-02,0,2,Canceled
3,Online,0,199.4,1,2,2018-04-07,0,8,Canceled
100,Online,0,90.9,2,0,2018-10-26,0,1,Canceled
91,Online,0,116.1,2,1,2018-06-18,0,1,Canceled
119,Offline,0,110.0,1,0,2018-06-07,0,1,Not_Canceled
99,Online,0,140.4,2,0,2018-05-26,0,3,Not_Canceled
216,Online,1,86.63,2,1,2018-07-18,0,1,Canceled
9,Online,2,140.0,2,0,2018-08-19,0,1,Not_Canceled
1,Online,1,145.5,2,2,2017-10-04,0,2,Not_Canceled
83,Online,0,82.45,2,2,2018-03-12,0,4,Not_Canceled
72,Online,1,120.6,2,0,2018-06-22,1,2,Not_Canceled
29,Online,0,81.2,2,2,2018-01-24,0,1,Canceled
304,Online,1,65.6,2,2,2018-08-20,0,3,Not_Canceled
46,Online,2,126.9,2,2,2018-05-07,0,1,Not_Canceled
19,Offline,1,58.0,2,0,2017-12-22,0,4,Not_Canceled
4,Online,0,104.0,1,0,2018-04-12,1,2,Not_Canceled
133,Online,1,123.25,2,0,2018-07-06,0,4,Canceled
1,Online,1,138.0,2,0,2018-08-20,0,1,Not_Canceled
122,Offline,0,85.0,2,0,2018-04-15,0,2,Not_Canceled
14,Offline,1,110.8,2,0,2018-06-08,0,4,Not_Canceled
8,Offline,0,120.0,1,0,2018-11-05,0,1,Not_Canceled
99,Online,0,81.0,1,0,2018-02-19,0,1,Not_Canceled
0,Online,0,75.0,2,1,2017-12-21,1,0,Not_Canceled
92,Online,0,85.5,2,1,2017-08-17,1,1,Not_Canceled
2,Online,0,77.0,2,0,2018-11-23,0,3,Canceled
111,Offline,0,120.0,1,1,2018-10-10,0,0,Canceled
0,Online,0,129.0,1,0,2017-10-14,0,1,Not_Canceled
126,Online,1,88.68,2,1,2018-04-19,0,5,Not_Canceled
245,Offline,0,110.0,1,2,2018-07-06,0,4,Canceled
5,Online,1,118.0,2,1,2018-03-14,0,1,Not_Canceled
0,Online,1,65.0,1,1,2018-02-22,0,1,Not_Canceled
20,Online,1,100.1,1,1,2018-11-06,0,0,Not_Canceled
88,Online,0,71.0,1,0,2018-10-07,0,2,Not_Canceled
35,Online,0,95.4,2,0,2018-03-16,0,4,Not_Canceled
117,Online,2,89.25,2,2,2018-04-17,0,2,Not_Canceled
15,Online,0,81.0,1,0,2018-02-19,1,1,Not_Canceled
35,Online,1,157.5,2,0,2018-10-07,0,2,Not_Canceled
11,Online,1,81.0,2,2,2018-02-14,0,0,Not_Canceled
301,Offline,1,115.0,2,1,2018-07-30,0,1,Canceled
3,Offline,0,64.0,2,1,2017-11-13,0,2,Not_Canceled
89,Online,2,104.0,2,1,2018-12-10,0,1,Not_Canceled
159,Offline,0,65.0,1,1,2018-04-09,0,1,Not_Canceled
279,Offline,0,110.0,2,0,2018-10-12,0,3,Canceled
188,Offline,0,130.0,1,0,2018-06-15,0,2,Canceled
18,Online,2,12.0,2,0,2017-09-02,0,3,Not_Canceled
127,Online,1,101.13,2,2,2018-07-26,0,6,Not_Canceled
60,Online,0,120.6,2,1,2018-07-11,0,4,Canceled
104,Online,1,88.4,2,1,2018-12-08,0,3,Not_Canceled
24,Offline,0,72.8,2,1,2018-02-22,0,2,Canceled
122,Offline,0,68.0,1,2,2018-08-01,0,5,Not_Canceled
172,Online,1,99.45,2,2,2018-08-12,0,4,Not_Canceled
55,Offline,1,60.0,2,2,2018-01-31,0,1,Not_Canceled
62,Online,0,159.3,3,2,2018-05-01,0,1,Canceled
74,Online,0,93.6,2,0,2018-11-04,0,2,Canceled
5,Online,0,134.1,2,0,2018-09-06,0,1,Canceled
81,Online,1,85.0,2,1,2017-11-29,0,0,Canceled
8,Online,2,0.0,2,0,2018-12-28,0,1,Not_Canceled
17,Online,1,60.0,2,1,2018-01-30,0,1,Not_Canceled
0,Online,0,84.0,2,0,2017-11-12,0,1,Not_Canceled
1,Offline,0,60.0,1,2,2018-02-28,0,1,Canceled
308,Offline,0,52.0,2,0,2018-11-25,0,2,Canceled
163,Offline,0,100.0,1,2,2018-06-05,0,2,Canceled
72,Online,1,116.27,2,1,2018-10-24,0,3,Not_Canceled
64,Online,0,130.0,1,0,2018-05-17,0,2,Not_Canceled
128,Online,3,100.29,2,0,2018-09-16,0,2,Not_Canceled
276,Offline,0,61.0,2,2,2018-05-13,0,3,Canceled
159,Offline,1,70.0,2,1,2018-04-09,0,1,Not_Canceled
111,Online,0,262.7,2,0,2018-08-26,0,2,Canceled
16,Online,0,76.0,1,0,2018-03-08,0,2,Not_Canceled
275,Offline,0,90.0,2,1,2018-10-05,0,4,Canceled
42,Online,2,174.25,2,1,2018-11-07,0,2,Not_Canceled
13,Online,1,93.8,1,0,2018-03-01,0,1,Not_Canceled
96,Online,2,141.56,3,2,2018-07-09,0,5,Not_Canceled
163,Online,1,119.7,2,1,2018-05-20,0,2,Canceled
87,Online,0,85.5,2,2,2018-06-26,0,0,Canceled
145,Online,2,134.3,3,2,2018-07-30,0,2,Not_Canceled
94,Online,1,119.0,3,2,2018-12-23,0,2,Not_Canceled
0,Online,1,96.0,2,0,2017-12-22,1,1,Not_Canceled
301,Offline,1,115.0,2,1,2018-07-30,0,1,Canceled
0,Online,2,135.5,2,0,2017-10-01,0,2,Not_Canceled
55,Online,0,56.94,2,0,2018-03-09,0,4,Not_Canceled
30,Online,1,125.1,2,0,2018-07-27,0,1,Not_Canceled
91,Online,0,133.2,2,2,2018-08-06,0,1,Not_Canceled
61,Offline,0,63.58,2,2,2018-03-19,0,2,Not_Canceled
168,Offline,0,85.0,2,1,2018-04-22,0,2,Canceled
8,Online,0,154.33,2,1,2018-07-15,0,2,Not_Canceled
4,Online,1,165.0,2,0,2018-05-05,0,1,Not_Canceled
19,Online,1,77.0,2,0,2018-01-21,0,1,Not_Canceled
64,Online,1,149.4,2,0,2018-09-16,0,2,Not_Canceled
245,Offline,0,75.0,2,0,2018-06-17,0,2,Canceled
192,Online,1,99.45,2,2,2018-08-18,0,5,Canceled
74,Offline,0,101.5,2,0,2017-09-18,0,2,Not_Canceled
84,Online,0,80.1,1,0,2018-10-25,0,2,Not_Canceled
28,Online,0,219.0,2,2,2018-10-16,0,1,Canceled
13,Online,1,59.33,2,2,2018-11-12,0,5,Not_Canceled
22,Online,0,65.0,1,0,2017-12-18,0,1,Not_Canceled
122,Online,0,94.5,2,0,2018-05-17,0,3,Not_Canceled
25,Offline,0,65.0,2,2,2017-11-22,0,3,Not_Canceled
6,Offline,0,95.0,2,2,2018-04-01,0,2,Not_Canceled
118,Online,1,118.8,2,0,2018-08-02,0,3,Not_Canceled
99,Offline,0,65.0,2,2,2017-10-30,0,2,Canceled
8,Offline,0,130.0,2,0,2018-11-05,0,1,Not_Canceled
63,Online,2,88.4,2,1,2018-11-17,0,3,Not_Canceled
73,Online,1,149.4,1,0,2018-06-16,0,3,Not_Canceled
6,Online,3,164.5,2,1,2018-10-03,1,1,Not_Canceled
32,Online,1,126.9,2,2,2018-05-08,0,1,Not_Canceled
2,Offline,0,72.5,1,2,2017-08-15,0,1,Not_Canceled
21,Online,1,88.4,2,2,2018-12-20,0,5,Not_Canceled
64,Online,2,115.6,3,1,2018-03-28,0,3,Not_Canceled
0,Online,0,98.1,2,2,2018-10-01,0,1,Not_Canceled
41,Offline,0,85.5,2,2,2018-10-16,0,2,Not_Canceled
8,Online,0,119.0,2,0,2018-05-25,0,1,Not_Canceled
150,Online,1,0.0,2,2,2018-04-09,0,1,Not_Canceled
12,Online,0,133.33,3,0,2018-03-02,0,3,Not_Canceled
93,Online,0,134.1,2,1,2018-08-03,0,4,Canceled
60,Offline,1,65.0,2,1,2017-10-12,0,3,Not_Canceled
48,Online,0,104.4,2,0,2018-03-31,0,3,Not_Canceled
209,Online,1,66.53,2,2,2018-07-02,0,4,Not_Canceled
133,Offline,0,106.0,2,1,2018-06-13,0,4,Not_Canceled
256,Online,0,100.75,2,2,2018-10-16,0,3,Canceled
83,Online,2,90.32,2,1,2018-12-26,0,3,Not_Canceled
145,Offline,0,65.0,2,2,2018-01-03,0,1,Not_Canceled
100,Offline,1,140.0,2,0,2018-09-28,0,4,Not_Canceled
12,Online,2,129.0,2,2,2018-02-14,0,3,Not_Canceled
67,Offline,0,105.0,3,0,2018-11-25,0,2,Not_Canceled
222,Online,2,70.55,2,0,2018-12-27,0,5,Not_Canceled
7,Online,1,77.5,1,0,2018-01-19,0,3,Not_Canceled
171,Online,1,95.2,2,0,2018-07-20,0,4,Not_Canceled
42,Online,0,81.9,2,0,2018-03-11,0,2,Not_Canceled
18,Online,0,107.0,2,2,2017-12-06,0,0,Not_Canceled
25,Online,0,75.2,1,0,2018-11-29,0,1,Not_Canceled
0,Online,0,120.0,2,0,2018-10-13,0,1,Not_Canceled
100,Online,0,130.5,2,2,2018-07-03,0,2,Not_Canceled
186,Online,0,64.56,2,0,2018-11-24,0,3,Canceled
80,Offline,1,68.0,2,0,2018-11-24,0,3,Not_Canceled
75,Online,1,88.4,2,2,2018-12-21,0,4,Not_Canceled
418,Offline,0,75.0,2,1,2018-09-26,0,2,Canceled
89,Online,0,135.9,2,0,2018-09-02,0,2,Canceled
